"Id","Category","Slug","Name","Original name","Production year","Episodes","Seasons","Duration","Description","Genres","Genres2","Genres3","Country","Age"
"27cd6e9d-3d8c-4522-8bfa-c35b6edd2b07","1","put-voina","Путь воина","The Warrior's Way","2010",,,,,,"Боевик","Фантастика","2","16"
"27f8977e-8e0c-43cc-8965-b1cf28dc692c","1","naparnik","Напарник","Partner","2017",,,,,"Приключения","Комедия",,,"12"
"27fbb8b2-4363-4ba6-8dd8-6534f9936f44","1","printsessa-i-nischii","Принцесса и нищий","Il principe abusivo","2014",,,,,,"Комедия",,"2","12"
"27fd0596-8fbe-4aab-9304-47e404a0973e","1","ilya-muromets-i-solovei-razboinik-e784b91f-9c8b-4222-9c56-09af2d6e6f05","Илья Муромец и Соловей Разбойник","Ilya Muromets and Nightingale the Robber","2007",,,,,,"Мультфильм",,"1","12"
"27ffe805-ae51-4e1c-a3e6-23f212327807","1","popalsya-kotoryi-kusalsya-68006104-cc95-4df0-9a73-6631b92ab071","Попался, который кусался!","Popalsya, kotoryi kusalsya","1983",,,,,,,"Мультфильм","1","6"
"28045bc8-c1ed-4e51-8b23-550847091ea6","1","zhit-f6b9d7ec-3986-4367-806d-6e3ee4fc84f8","Жить","Living","2011",,,,,"Драма",,,"1","16"
"281c96fb-078d-4b34-bf19-a07d9b3ea79b","1","dikar-b9c240b4-58b8-4a3d-b9b3-3151746ad495","Дикарь","Gauguin - Voyage de Tahiti","2017",,,,,"Драма","Мелодрама",,,"18"
"28248a50-dcd2-459b-9270-2c1bccdbe781","1","deti-shpionov","Дети шпионов","Spy Kids","2001",,,,,"Фантастика","Боевик","Комедия",,"6"
"28272981-8430-46ba-a788-56cd1ed743c7","1","vse-tolko-nachinaetsya","Все только начинается","Just Getting Started","2018",,,,,"Комедия",,"Боевик","2","16"
"2844d7a2-a4e0-4820-be26-29b0574d6e9d","1","pobeditel-83d633e4-69ff-4ad7-b3bf-d193f0ca2b86","Победитель",,"2009",,,,,"Мелодрама",,,"1","16"
"284bc7ba-0f2c-4c22-8acc-67845ed5841e","1","mama-ne-gorui-2","Мама не горюй 2",,"2005",,,,,"Комедия","Криминал",,,"16"
"28612a45-73a1-42a4-b410-bf237e8ede6c","1","olimpioniki-9fe926ac-988e-4229-a723-5e2f914845b3","Олимпионики","Olimpioniki","1982",,,,,,,"Мультфильм","1","12"
"2866b0d8-fee2-4959-990d-fe5f46641ba0","1","bud-chto-budet","Будь, что будет","Whatever Works","2009",,,,,,"Мелодрама","Комедия","2","16"
"28696baa-5836-4926-be7c-15b0b6466b8d","1","sdelano-vo-frantsii","Сделано во Франции","Made in France","2015",,,,,"Драма","Триллер",,"2","16"
"2871ca3f-a7cc-49db-974d-ede025ca3fd3","1","hochu-byt-otvazhnym-103ed180-d044-4193-8566-d8481b93e72e","Хочу быть отважным",,"1963",,,,,,,"Мультфильм","1","6"
"287acb11-77a0-417a-bf65-d817db301bf3","1","karp-otmorozhennyi","Карп отмороженный","Frostbitten Carp","2018",,,,,"Драма","Комедия",,,"12"
"288220a8-5de8-4303-a81c-8d1ca3263d22","1","zakonoposlushnyi-grazhdanin","Законопослушный гражданин","Law Abiding Citizen","2009",,,,,"Криминал",,"Триллер","2","18"
"288a0cc1-c8cf-4d53-95df-d967d1fe75c9","1","selfi-iz-ada","Селфи из ада","Selfie from Hell","2018",,,,,"Детектив",,"Ужасы","2","18"
"28a28571-6d74-4393-a57f-cf3ae0137c66","1","vremya-zhelanii","Время желаний","Time of Desires","1984",,,,,,"Мелодрама",,"1","12"
"28a6376b-5006-4441-bf03-e9c466a875a0","1","zhgi-4e3b546d-4333-400f-bd98-75f270077d43","Жги!",,"2017",,,,,"Драма",,,,"12"
"28a6fcd2-0d29-473d-9efb-f914227e623f","1","supermenedzher-ili-motyga-sudby","Суперменеджер, или мотыга судьбы",,"2011",,,,,"Комедия","Приключения","Фантастика",,"16"
"28ada7fe-7636-4999-9d54-e9875a182351","1","mesto-vstrechi-uhd-hdr","Место встречи UHD HDR","The Place UHD HDR","2018",,,,,"Драма","Детектив",,"2","16"
"28b246e2-a1f8-445a-bf39-e6ef6b947152","1","inostranka","Иностранка","The Foreigner","1965",,,,,,"Семейный","Комедия","1","6"
"28b905cb-a4f1-44ab-a1a5-70d9d0d9f297","1","tochka-tochka-zapyataya","Точка, точка, запятая ...","Point, point, comma...","1972",,,,,,"Семейный","Комедия","1","12"
"28bf3891-40eb-4078-90cc-3ee56d82c819","1","pereprava","Переправа","The Crossing","2014",,,,,"Драма",,,"2","12"
"28c8f6ac-aa28-4766-926b-4a34d56a9c2a","1","ohotniki-za-razumom-e0665488-02f0-4440-ae58-1f00d9080f16","Охотники за разумом","Mindhunters","2004",,,,,,"Триллер","Криминал","2","18"
"28caf96d-a5f2-442d-b700-7a68b70beadc","1","polnoi-grudu","Полной грудью","Elephant Sighs","2012",,,,,,"Комедия",,"2","12"
"28cb41bb-28ec-4475-8249-ffb2fb89bf76","1","largo-vinch-nachalo-4cba796a-5bc2-40a4-bd16-1bbbb0b2c4ad","Ларго Винч: Начало","Largo Winch","2008",,,,,,"Приключения","Триллер","2","16"
"28cf6c47-fb26-489a-bba9-c2010f7ad15b","1","v-tihom-omute","В тихом омуте","Ma Loute","2017",,,,,,"Комедия",,"2","16"
"28d1bab1-c51d-4163-98ad-902ce305f121","1","krepkii-brak","Крепкий брак",,"2012",,,,,"Комедия","Мелодрама",,,"16"
"28da9ac0-170a-42ea-ac94-45865756ad12","1","skazka-o-karasyah-zaitse-i-bublikah","Сказка о карасях, зайце и бубликах","The Tale of Crucian Carps, Hare and Cracknels","1984",,,,,,"Детям","Мультфильм","1","6"
"28e19674-940a-4c50-9d45-0ced04ffc584","1","okraina","Окраина","Outskirts","1933",,,,,,"Исторический","Драма","1","6"
"28fca72b-4935-498f-8fff-bc876428fe01","1","o-chyom-govoryat-muzhchiny-prodolzhenie","О чём говорят мужчины. Продолжение","What Men Talk About. Continuation","2018",,,,,"Комедия",,,,"16"
"28feaec1-ef4c-481a-8815-df44bc893cc3","1","mektub-moya-lubov","Мектуб, моя любовь","Mektoub, My Love: Canto Uno","2018",,,,,"Комедия",,"Мелодрама","2","18"
"2905542b-8fc8-49bd-b9b1-5cbcaff86ad6","1","liga-watchcar-vozvraschenie-chempiona","Лига Watchcar. Возвращение чемпиона","Paueobaeteul wachika: wachagameoneui yeokseup","2017",,,,,"Приключения","Фантастика",,"2","6"
"290a2a58-f406-4a07-b309-f1beb74c22b7","1","kuritsa-kotoraya-nesla-vsyakuu-vsyachinu","Курица, которая несла всякую всячину",,"2006",,,,,,"Детям","Мультфильм","1","6"
"292d14be-9687-42dd-ae14-16a42d48443e","1","fonogramma-strasti","Фонограмма страсти","Soundtrack of Passion","2009",,,,,,"Мелодрама","Триллер","1","18"
"292e1294-d538-4e5f-ab84-cf8ef415c043","1","obezyana","Обезьяна","The Ape","2005",,,,,,"Драма","Комедия","2","16"
"29484446-ec74-4d23-b221-428391f24a6c","1","uletnyi-reis-eaba2f03-e9de-4314-90ca-6c21248ad27c","Улетный рейс","Low Cost","2011",,,,,"Комедия",,,"2","18"
"2958bc75-1a26-406f-a42f-3729986e72cc","1","prishelets-v-kapuste-a09247da-ae79-4e5e-a4f4-88f25c28015b","Пришелец в капусте",,"1989",,,,,,,"Мультфильм","1","12"
"29666803-7f53-4657-b86a-39cd43d8f814","1","vzlyotnaya-polosa","Взлётная полоса",,"1970",,,,,"Драма",,,,"12"
"29691ff0-e631-4b6e-9e81-87814bb4419c","1","grabitel","Грабитель","Der Räuber","2010",,,,,"Драма",,"Криминал","2","16"
"2987f50f-af55-4acb-8538-91d9f2365513","1","nezhenskaya-igra","Неженская игра","Comme des garçons","2018",,,,,,"Комедия",,"2","16"
"299c32ad-f2b0-4b7c-8130-ff4b77ce19ed","1","igra-v-pryatki","Игра в прятки",,"2007",,,,,"Мелодрама",,,,"16"
"29b232c3-0bbc-439a-9a3a-17bf4dc4a0a2","1","prostushka","Простушка","The DUFF","2015",,,,,,"Мелодрама","Комедия","2","16"
"29b41a8a-e8c7-4ccb-a6d9-f7d352f94911","1","na-karte-ne-znachitsya","На карте не значится","Uncharted","2009",,,,,,"Ужасы",,"2","18"
"29b69f02-f347-4a34-a33c-1ac1ed261ff6","1","komissary","Комиссары","Commissioners","1969",,,,,"Военные",,"Драма","1","12"
"29ba6c2e-6702-4f03-975a-6a755cf647ab","1","oskolki-uhd-hdr","Осколки UHD HDR","Middleground UHD HDR","2017",,,,,"Драма","Мелодрама",,,"18"
"29c0d3f2-9618-43a5-b9d9-1b36278da0e8","1","darfur-hroniki-obyavlennoi-smerti","Дарфур: Хроники объявленной смерти","Дарфур: Хроники объявленной смерти","2009",,,,,"Военные","Драма",,,"18"
"29c37ac5-d5ec-4069-a5c9-bd88d2c18310","1","nasha-russia-yaitsa-sudby","Наша Russia: Яйца судьбы","Our Russia: the Eggs of Fortune","2010",,,,,,"Комедия",,"1","16"
"29cdb36c-66aa-41bb-bf1a-f9d2656ab18d","1","ryvok","Рывок","Серпіліс","2010",,,,,"Драма","Спорт",,,"12"
"29cfcbf6-746d-4d0f-aa3c-1f70ed8ec404","1","avgust","Август","August","2008",,,,,,"Драма",,"2","18"
"29d3e474-e141-4cd8-bdfe-750413ea4338","1","vse-radi-nee","Все ради нее","Pour elle","2008",,,,,"Драма",,"Триллер","2","18"
"29f24ecb-dc58-40d4-8b49-22fed553c543","1","rakety-ne-dolzhny-vzletet","Ракеты не должны взлететь","Rockets do not have to take off","1964",,,,,"Военные",,"Приключения","1","12"
"29f56d72-097b-4253-833a-2c2e72b8e055","1","chelovek-amfibiya","Человек-амфибия","Amphibian Man","1961",,,,,,"Мелодрама","Фантастика","1","16"
"29ff5e83-6830-4e0c-9051-b4d2f82123df","1","osoboe-mnenie","Особое мнение","Separate Opinion","1968",,,,,"Детектив",,,"1","12"
"2a02cc02-adb9-49ac-8919-cecaa06e4519","1","novye-priklucheniya-alenushki-i-eremy","Новые приключения Аленушки и Еремы","The New Adventures of Alyonushka and Yarema","2009",,,,,,,"Мультфильм",,"6"
"2a14d6c5-cf41-4580-9a13-64dbcfbd4c80","1","hareba-i-gogi","Хареба и Гоги","Khareba and Gogi","1987",,,,,,"Приключения","Драма","1","16"
"2a166783-0a47-4877-840e-7cfaa2e145ab","1","zachyotnyi-prepod-3","Зачётный препод 3","Fack ju Göhte 3","2018",,,,,,"Комедия",,"2","16"
"2a18eb34-5ab8-4309-a56f-3fd028d15d63","1","shvatka","Схватка","Scramble","1972",,,,,"Военные",,"Приключения","1","12"
"2a1b9362-dee4-414f-aceb-720d20c7eb73","1","ubit-guntera","Убить Гюнтера","Killing Gunther","2017",,,,,"Боевик",,"Комедия","2","16"
"2a21e115-14ec-4da2-87f8-7a873a9850ac","1","svyaz-6a940b36-21f4-4592-b208-2bbbdda769c4","Связь",,"2006",,,,,"Мелодрама",,,,"16"
"2a2b112f-49b4-4bc7-855c-66de9fed0282","1","iskuplenie-chuzhih-grehov","Искупление чужих грехов","The redemption of the sins of others","1977",,,,,,"Драма",,"1","12"
"2a2c64b9-17e5-4945-9067-4716da92df11","1","prostaya-devchonka","Простая девчонка",,"2015",,,,,"Мелодрама",,,,"12"
"2a3ffbf7-c164-40ff-ae79-1ebe7cc80286","1","lubovnik-moei-zheny","Любовник моей жены","Amoureux de ma femme","2018",,,,,"Драма","Комедия",,"2","18"
"2a4c95af-52ef-4287-80cb-adb32b3d6e1f","1","rozhdestvenskaya-podmena-uhd","Рождественская подмена UHD","Christmas Trade UHD","2015",,,,,"Семейный","Комедия",,"2","12"
"2a4e5a86-9390-41b4-bcd7-bd3dfd911019","1","skazka-starogo-duba","Сказка старого дуба","Tale of an old oak","2001",,,,,,"Мультфильм",,"1","0"
"2a659604-152f-40e0-9b70-40b6b36ead5b","1","chelovek-kotoryi-umel-letat","Человек, который умел летать","The Man Who Could Fly","1968",,,,,,"Детям","Мультфильм","1","6"
"2a702e63-3b24-46f7-a180-3878cd2a0e64","1","malenkaya-koldunya-d7cc2e00-3565-420f-8a0a-79baf3e12d22","Маленькая колдунья",,"1991",,,,,,,"Мультфильм","1","6"
"2a731221-d127-46a5-8eed-5a3c12953500","1","vopreki-zdravomu-smyslu","Вопреки здравому смыслу","Contrary to Common Sense","2007",,,,,,"Криминал","Драма","1","16"
"2a746dba-1699-463d-a2b9-cda9f21860a0","1","zolotaya-tsep","Золотая цепь","Gold Chain","1986",,,,,,"Мелодрама","Приключения","1","12"
"2a74ef3b-cfda-4792-9aea-bdaa97a67bc0","1","ves-mir-v-glazah-tvoih","Весь мир в глазах твоих","The whole world in your eyes","1977",,,,,,"Мелодрама",,"1","16"
"2a7655e0-8002-4b08-b843-1e3556bb6c9c","1","prezhde-chem-ya-usnu-7a3e9ee8-6fba-4a56-af30-055f0a6e6b58","Прежде чем я усну","Before I Go to Sleep","2014",,,,,,"Детектив","Триллер","2","16"
"2a813667-8c7a-40ed-9907-152a9c4f9df4","1","ezhik-v-tumane-e2aea341-ebeb-4cd2-8c2c-54719e52c42e","Ежик в тумане","The Hedgehog in the Fog","1975",,,,,,,"Мультфильм","1","6"
"2a81420d-04c6-4fc5-b027-0eac79f28d58","1","krepkii-oreshek","Крепкий орешек","A Hard Nut to Crack","1967",,,,,,"Военные","Комедия","1","0"
"2a95627f-8bf2-40c0-a784-bead0a9630fb","1","kukolnyi-dom","Кукольный дом","Dollhouse","2012",,,,,,"Триллер",,"2","16"
"2a973f83-3621-44d3-b56d-f7e72a1ccbff","1","niti-35227773-58ae-4ea6-8799-e0e092229e2f","Нити",,"1996",,,,,,,"Мультфильм","1","6"
"2a9bb1fe-7277-4be0-8daa-841c1efe1b51","1","tri-medvedya-78816630-3e69-4b18-b8a6-86cbf4489e2f","Три медведя","The Three Bears","1958",,,,,,,"Мультфильм","1","6"
"2a9ead60-f3ab-4c6c-993b-2ea1a8d53eff","1","komarov-8891c6e8-bd20-4a09-8771-7ddef18c6343","Комаров",,"1975",,,,,,,"Мультфильм","1","6"
"2ab05910-7652-42b9-aca3-4238d4c2d2f9","1","zhil-byl-kozyavin-ab991e52-113f-409e-9eb1-75cbf88d4f55","Жил-был Козявин","Once Upon a Time there was Kozyavkin","1966",,,,,,,"Мультфильм","1","12"
"2ab545e7-da35-4470-8e0a-a122f2300ece","1","zolushka-e17052fc-d7f4-4e62-be16-fbb9076b2d09","Золушка","Cinderella","1995",,,,,"Мелодрама","Мультфильм","Фантастика",,"0"
"2abf58ee-d670-4061-abd9-2b214ef1fcbe","1","potomok-chingishana","Потомок Чингисхана","The Descendant of Genghis Khan","1928",,,,,,"Драма","Военные","1","12"
"2ad55a4b-5146-449b-aed2-db9eeaec1d40","1","kamennaya-dusha","Каменная душа","Stone Soul","1989",,,,,"Драма",,,"1","16"
"2ae4eb87-de6a-4db2-a1fe-12a40dc9eee6","1","novogodnii-brak","Новогодний брак","New Year Marriage","2012",,,,,"Комедия","Мелодрама",,,"6"
"2b07faca-f2f9-4600-9f40-ec13b2ddca10","1","priklucheniya-pertsa","Приключения перца","The Adventures of a Pepper","1960",,,,,,"Детям","Мультфильм","1","6"
"2b122e61-60c0-4f08-9897-c4ca6d2e3394","1","bolshoi-vsplesk-c183ae49-ff71-44e4-b481-a1b92f3b4ef6","Большой всплеск","A Bigger Splash","2016",,,,,,"Криминал","Драма","2","18"
"2b21275a-798b-495a-b691-7a750f2f9221","1","trezor","Трезор","Трезор","2009",,,,,"Комедия","Мелодрама",,,"6"
"2b4642f4-96b4-4c4e-9b97-a82ef120ab00","1","poslednii-mamont-frantsii","Последний Мамонт Франции","Mammuth","2010",,,,,,"Драма","Боевик","2","16"
"2b4a133c-733b-4865-aca1-35bddba1cfeb","1","kaminnyi-gost","Каминный гость","Fireplace guest","2013",,,,,,"Мелодрама",,"1","16"
"2b58ae43-3386-4501-ba26-cd3e75f99f15","1","troe-v-nu-iorke","Трое в Нью-Йорке","Generation Um...","2012",,,,,,"Драма",,"2","18"
"2b5c8c22-1046-4397-8132-d30c6e8b2f8d","1","golem-uhd","Голем UHD","The Limehouse Golem UHD","2017",,,,,,"Триллер","Ужасы","2","18"
"2b5de1d4-20a0-4185-8fa9-2a11c2d708ab","1","matros-chizhik","Матрос Чижик","Sailor Siskin","1955",,,,,,"Мелодрама",,"1","12"
"2b7c1363-8038-4995-bb7c-fb092a7d4ce6","1","fanatki-na-zavtrak-ne-ostautsya-4c1a3c63-104b-421a-a819-aa65816aa1b5","Фанатки на завтрак не остаются","Groupies bleiben nicht zum Frühstück","2010",,,,,,"Мелодрама","Комедия","2","16"
"2b8b86c7-f9dc-4ba2-9289-a2489a95a2be","1","eksperiment-ofis-b07c0aba-4565-4aba-b9db-06dcd049a981","Эксперимент 'Офис'","The Belko Experiment","2016",,,,,"Ужасы","Боевик","Триллер",,"18"
"2b8d1447-4c80-4082-9efb-42e5f25f0348","1","dom-gneva","Дом гнева","Jing mo gaa ting","2005",,,,,,"Боевик","Комедия","2","12"
"2b9378bf-6e51-4064-8112-ef4c3ea13bc8","1","opasnyi-metod","Опасный метод","A Dangerous Method","2011",,,,,"Драма",,"Триллер","2","18"
"2b9ddf81-4d16-446c-b6ac-f831fc1239f3","1","kavaleriya","Кавалерия","12 Strong","2018",,,,,"Драма","Исторический",,"2","18"
"2bb2236f-d482-499a-9128-a7411e6985f7","1","meshok-yablok-b5c9e5e6-a193-41a2-8c26-0a17b206c3f2","Мешок яблок","A bag of apples","1974",,,,,,,"Мультфильм","1","6"
"2bbac7b0-14e7-4d76-bc70-470dc80dd5c8","1","miss-novyi-god-0334c4f0-606d-4aea-8ab6-dcddca7bbc91","Мисс Новый год","Miss New Year","1991",,,,,,,"Мультфильм","1","6"
"2bd0119b-1807-4bdb-86d9-78b263b5446a","1","fors-mazhor","Форс-мажор","Turist","2014",,,,,"Драма","Комедия",,"2","12"
"2bd224b0-4478-4b79-a08b-1345f5b12f51","1","tsel-8938a5f9-cb7f-4ecc-9404-670f29610581","Цель",,"1989",,,,,,,"Мультфильм","1","6"
"2be044c0-6fa1-433a-a636-dd0bca09a21a","1","sluchainaya-vstrecha","Случайная встреча","Accidental Meeting","1936",,,,,,"Мелодрама","Комедия","1","0"
"2be46190-55b3-4ee7-92b9-831a33b326f5","1","surrogatnaya-mat","Суррогатная мать","Surrogate Mother","2007",,,,,,"Мелодрама",,"1","12"
"2be50f1e-35f6-4e30-af36-490b647379d4","1","zelenyi-ogon-kozy","Зеленый огонь козы","Goat's Green Fire","1989",,,,,"Драма",,,"1","16"
"2be81bb7-6a6e-4c1f-9f18-900597700ddb","1","vedma","Ведьма","Witch","1990",,,,,"Драма",,"Детектив","1","16"
"2be8d2e1-fce0-4eae-9a30-0339dd144fd7","1","dolgie-provody","Долгие проводы","The Long Goodbye","1971",,,,,"Драма",,,"1","12"
"2c01510b-f64b-460c-aee6-44cc7138593e","1","ne-ostavlyauschii-sleda","Не оставляющий следа","Untraceable","2008",,,,,"Драма",,"Триллер","2","18"
"2c2082c4-a65b-4eec-ab05-923914e6e8a0","1","prityazhenie-2a97a0f0-2bb4-4fc3-acd0-80a5cafd6aec","Притяжение",,"2017",,,,,"Фантастика",,,,"12"
"2c3d7cea-1507-4f1f-869f-ba23b5bdd238","1","golodnye-igry-soika-peresmeshnitsa-chast-i-b1a0dff5-305c-447c-8101-8cf87b21a581","Голодные игры: Сойка-пересмешница. Часть I","The Hunger Games: Mockingjay - Part 1","2014",,,,,"Фантастика","Триллер","Приключения",,"12"
"2c513ea9-ef57-4156-ba86-9a4d14cbe1e5","1","zapros-v-druzya","Запрос в друзья","Friend Request","2015",,,,,"Триллер","Ужасы",,,"16"
"2c52dc75-0c9e-4ff7-9438-4dd054d09344","1","super-maik-uhd","Супер Майк UHD","Magic Mike UHD","2012",,,,,,"Комедия",,"2","18"
"2c7c501b-71a3-4d57-8d22-ab7fe80675f8","1","a-poutru-oni-prosnulis","А поутру они проснулись","And in the Morning They Woke Up","2003",,,,,"Драма",,"Комедия","1","12"
"2c80f38e-2bfc-473b-af6b-4ce6235bd426","1","istorii-begemotov-piratskii-korabl","Истории бегемотов: Пиратский корабль","Hippo Stories: Pirate Ship","2014",,,,,"Детям",,,,"0"
"2c8aa581-659f-43e3-ab35-6bbb3a504ae2","1","flamandskii-malchik","Фламандский мальчик",,"1980",,,,,,,"Мультфильм","1","6"
"2c91ef29-f071-4440-9ce4-f01cc0cca506","1","gde-zhe-medvezhonok-6d1d955a-a55e-43da-801a-d251bfc45df1","Где же медвежонок?",,"1979",,,,,,,"Мультфильм","1","6"
"2caad4c0-cd13-469f-90d2-df6c2273321e","1","rozhdestvenskie-pisma","Рождественские письма","Рождественские письма","2010",,,,,"Комедия","Мелодрама","Драма",,"6"
"2cc80b50-cffa-4be4-a4bc-9d322d565c4c","1","on-drakon","Он – дракон","He is the Dragon","2015",,,,,,"Фантастика",,"1","12"
"2cc8257d-63c4-4309-9883-ef1275afa965","1","devstvennyi-aleksandr-ce6bc414-099d-4eaf-8068-c02e09ed9444","Девственный Александр","Virgin Alexander","2011",,,,,,"Комедия",,"2","16"
"2ccd16ec-8d84-44aa-984d-741bb27dd042","1","podpolnoe-detstvo","Подпольное детство","Infancia clandestina","2011",,,,,"Драма",,,"2","12"
"2ce17fd9-a5ea-4bb8-adee-6e4676238962","1","kamennaya-bashka-a62c4e66-796a-4e8d-9bd5-d92866fab76e","Каменная башка","Stone Chump","2008",,,,,"Драма",,"Спорт","1","16"
"2ceda934-bc1a-4155-930b-6191105daa98","1","posle-yarmarki","После ярмарки",,"1972",,,,,"Комедия",,,,"12"
"2cf637c9-af8b-441b-8fa0-7ac390e33bc3","1","vozduhoplavatel","Воздухоплаватель","Aeronaut","1975",,,,,,"Приключения",,"1","6"
"2d0bf1fd-ce5f-4b56-ba68-5afa41d6d0f2","1","shiza","Шиза",,"2004",,,,,"Драма","Мелодрама","Триллер",,"16"
"2d1a6b08-2520-44de-b32e-72d87773209d","1","plastik-0ff1af3b-e93b-49b8-807c-d9999c65c1e0","Пластик","Plastic","2014",,,,,,"Боевик","Комедия","2","12"
"2d1b433e-b974-4da0-aea4-a86f14397583","1","puchina","Пучина",,"1958",,,,,"Драма",,,"1","12"
"2d1cbd3a-f783-4d95-84d6-0ab6e0b94f69","1","roboty","Роботы","Роботы","2013",,,,,"Фантастика","Мультфильм","Приключения",,"6"
"2d2d2fa1-58ed-4baa-9b08-417871c535b4","1","o-chyom-govoryat-muzhchiny-prodolzhenie-eabf5966-9ed3-41f7-86d2-c485865435ad","О чём говорят мужчины. Продолжение",,"2018",,,,,"Комедия",,,,"16"
"2d325baf-1692-4d22-857d-2d96eaec6816","1","kto-skazal-myau-eb857e4e-4178-4b17-bf18-0c53f58ff7fc","Кто сказал мяу?","Who said meow?","1962",,,,,,,"Мультфильм","1","6"
"2d4434e6-39de-42de-80a9-fffd8671d612","1","rai-nadezhda","Рай: Надежда","Paradies: Hoffnung","2013",,,,,"Драма",,,"2","16"
"2d44504e-76bc-4c4f-bc55-0c1ca3b4b598","1","zhenschiny-protiv-muzhchin-krymskie-kanikuly","Женщины против мужчин: Крымские каникулы","Women vs Men: Crimean Holidays","2018",,,,,"Комедия","Мелодрама",,,"16"
"2d457b67-c1ef-4512-aff3-e6791c0908df","1","orlenok","Орленок","Eaglet","1957",,,,,"Военные",,,"1","6"
"2d4ee664-62e0-418a-95b7-2bad65781825","1","poteryannaya-rouz","Потерянная Роуз","Wandering Rose","2014",,,,,,"Триллер","Ужасы","2","18"
"2d4f5f95-d32e-495e-9f88-413910981945","1","sumerki-saga-novolunie","Сумерки. Сага. Новолуние","The Twilight Saga: New Moon","2009",,,,,"Фантастика","Драма","Мелодрама",,"16"
"2d4f8eff-49e0-449e-a630-5d0db3546a26","1","neustanovlennoe-litso","Неустановленное лицо","Unidentified Person","1990",,,,,,"Триллер","Драма","1","12"
"2d626a18-569f-4bba-a081-6dc528b06b0e","1","duh-baltiiskii","Дух балтийский","Baltic Spirit","2016",,,,,"Драма",,,,"12"
"2d66efef-be11-42cd-8ffb-9e8de9113589","1","osen-v-nu-iorke","Осень в Нью-Йорке","Autumn in New York","2000",,,,,"Мелодрама","Драма",,,"12"
"2d841c34-9bab-4770-b443-e659ec61411d","1","pirosmani","Пиросмани","Pirosmani","1969",,,,,,"Драма",,"1","18"
"2d876a94-f555-4a44-9a84-7e2efec7ea71","1","zolotye-nebesa","Золотые небеса","Golden Skies","2011",,,,,"Мелодрама",,,,"16"
"2d927bdb-b266-4751-9eb1-bc2eaed4e827","1","tainoe-vlechenie","Тайное влечение","Adoration","2013",,,,,"Драма",,,"2","16"
"2d9d1e8b-836d-4352-ab61-44329fded221","1","krasavitsa-i-chudovische","Красавица и чудовище","La belle et la bête","2014",,,,,,"Мелодрама","Фантастика","2","12"
"2da02b8d-c573-4bbf-bf66-155fe1e9d094","1","goluboi-schenok-7c18cc23-2b4a-486e-8978-07d9d8ba9d42","Голубой щенок","Blue Puppy","1976",,,,,,,"Мультфильм","1","6"
"2dac18eb-e7cf-42eb-9136-a48b80a1c700","1","voina-bogov-bessmertnye","Война Богов: Бессмертные","Immortals","2011",,,,,,"Фантастика","Боевик","2","16"
"2dbd2f80-dba1-4c0d-b39c-75439efd55a6","1","lubov-s-prepyatstviyami","Любовь с препятствиями","Любовь с препятствиями","2012",,,,,"Комедия","Мелодрама",,,"16"
"2df476d5-af17-42eb-873a-17376a0e640c","1","vershina-vizbora","Вершина Визбора","The top of Vizbor","1988",,,,,,"Мелодрама",,"1","12"
"2dfa9228-1d07-4eab-ae6d-4ee3077efe7e","1","koroleva-benzokolonki","Королева бензоколонки","Gas Station Queen","1962",,,,,"Комедия",,,"1","6"
"2e05e395-1b4a-4364-ba67-82e43c2361d5","1","blef","Блеф","Bluff storia di truffe e di imbroglioni","1976",,,,,"Комедия","Криминал",,,"16"
"2e08e3e0-df5a-427f-875d-c412a4770c67","1","letauschie-koni","Летающий конь","Uchar Ot","2012",,,,,"Приключения",,,,"6"
"2e1f1116-d8fb-4655-a02c-c3ec5fa3d957","1","zaika-zaznaika-3469bc21-9be6-40ed-b8f0-bec6cb2a44a3","Зайка-зазнайка",,"1976",,,,,,,"Мультфильм","1","6"
"2e4d5441-cdde-4108-a6bd-8f9d2c661dd6","1","nochnoi-ekspress","Ночной экспресс","Ночной экспресс","2005",,,,,"Триллер","Драма","Боевик",,"18"
"2e520ed8-f903-4c0c-99b3-ede0768186dd","1","razyskivaetsya-geroi","Разыскивается герой","Hero Wanted","2008",,,,,,"Боевик","Триллер","2","16"
"2e55edf4-5d4e-4e89-8e6a-083f3876a77d","1","novaya-era-z-uhd-hdr","Новая эра Z UHD HDR","The Girl with All the Gifts UHD HDR","2016",,,,,,"Триллер","Ужасы","2","16"
"2e5d07ec-6613-474a-8834-39181afea834","1","nebo-zovet","Небо зовет","Heaven is calling","1959",,,,,,"Приключения","Фантастика","1","6"
"2e5d2bc4-bab1-458a-be77-1f936dead109","1","devyat-s-polovinoi-svidanii","Девять с половиной свиданий","9 és 1/2 randi","2008",,,,,"Мелодрама","Комедия",,,"16"
"2e5f18ea-24bf-41e3-80de-5d6a78afc93c","1","ubiitsa","Убийца","Assassin","1993",,,,,"Драма",,,,"16"
"2e70fa5c-4fa7-4356-9385-9d16c0ce96c2","1","dolgaya-schastlivaya-zhizn","Долгая счастливая жизнь",,"1966",,,,,,"Драма","Мелодрама","1","16"
"2e71097b-b96f-457b-9767-a75993540dbc","1","yolki-lohmatye","Елки лохматые","Paws, Bones, Rock'N'Roll","2015",,,,,"Семейный","Комедия",,,"6"
"2e885aa6-aab4-42d6-9dca-d7bb5597def6","1","ubei-svoih-druzei","Убей своих друзей","Kill Your Friends","2015",,,,,"Триллер",,"Комедия","2","18"
